datetime,caissiere_id,client_id,type,ean,nom,pu,qte
2025-09-24 09:02:07,27,483.0,PRODUIT,3336972103034,CURLY SWEETY CACAHUETES,2.1,2.0
2025-09-24 09:02:07,27,483.0,VRAC,,Pomélo blanco,4.49,1.55
2025-09-24 09:02:07,27,483.0,VRAC,,Orange Feuille vrac,1.99,0.9
2025-09-24 09:02:07,27,483.0,PRODUIT,3465000530082,deer,8.99,5.0
2025-09-24 09:02:07,27,483.0,PRODUIT,7613036958967,STARBUCKS NESPRESSO,4.57,2.0
2025-09-24 09:02:07,27,483.0,PRODUIT,3603055026642,POIREAU BOTTE,1.95,1.0
2025-09-24 09:02:07,27,483.0,PRODUIT,3301593000246,Vinaigre de cidre Coteaux Nantais 75cl,3.06,4.0
2025-09-24 09:02:07,27,483.0,PRODUIT,3336972103072,VICO CHIPS CHEVRE CHAUD&HB,1.18,3.0
2025-09-24 09:02:07,27,483.0,PRODUIT,3267460030306,Torsade aux Pois Chiches Lazzaretti 250g,3.25,2.0
2025-09-24 09:02:07,27,483.0,VRAC,,pomme de terre de consommation a chair ferme,1.99,0.17
2025-09-24 09:02:07,27,483.0,PRODUIT,3700749306193,BIO INFUSION THE NOIR PECHE 1L,2.25,3.0
2025-09-24 09:02:07,27,483.0,PRODUIT,40822938,FANTA ORANGE,1.57,3.0
2025-09-24 09:02:07,27,483.0,VRAC,,NOISETTE VRAC,7.99,1.16
2025-09-24 09:02:07,27,483.0,VRAC,,Ail,10.99,2.5
2025-09-24 09:02:07,27,483.0,PRODUIT,3178040678194,VADEMELUM DENTIFRICE BLANCHEUR NATURELLE 75ML,3.29,3.0
2025-09-24 09:02:07,27,483.0,PRODUIT,7638900417005,ENERGIZER,15.7,5.0
2025-09-24 09:02:07,27,483.0,PRODUIT,3450970001007,HARICOTS BLANCS 4 4,1.0,2.0
2025-09-24 09:02:07,27,483.0,PRODUIT,3367305200854,CM SPATULE A TARTINER EN CRAVAT,2.19,4.0
2025-09-24 09:02:07,27,483.0,PRODUIT,3596710540853,AUCHAN TABLETTE DE CHOCOLAT NOIR MENTHE 100G,1.3,4.0
2025-09-24 09:02:07,27,483.0,PRODUIT,3245679530909,PP 10 SACHETS 24 GLACONS,1.15,4.0
2025-09-24 09:02:07,27,483.0,PRODUIT,3596710452378,AUC BRIOCHE TRANCHEE PEPITES CHOCOLAT 500G,2.64,2.0
2025-09-24 09:02:07,27,483.0,VRAC,,ABATS VIANDE BOVINE ROGNON MORCEAU,4.9,1.46
2025-09-24 09:02:54,8,208.0,PRODUIT,3700260210054,*BREKKIES EXCEL CHAT MENU VIAC,2.44,1.0
2025-09-24 09:02:54,8,208.0,PRODUIT,3760192492546,Dessert avoine myrtille Ya Avoine 400g,2.76,1.0
2025-09-24 09:02:54,8,208.0,PRODUIT,3166290911161,MELANGE SPECIAL MOULIN DUCROS,3.6,3.0
2025-09-24 09:02:54,8,208.0,VRAC,,TOMATE RONDE,4.22,1.31
2025-09-24 09:02:54,8,208.0,PRODUIT,8710522675267,BAD I8 COMPL SOUPLE SIGNAL,2.39,3.0
2025-09-24 09:02:54,8,208.0,VRAC,,Spirales blanches,2.79,0.22
2025-09-24 09:02:54,8,208.0,PRODUIT,3266191036137,PUREE AMANDE CPTE CRUNCHY 300G,11.99,3.0
2025-09-24 09:02:54,8,208.0,VRAC,,Tomate ancienne (famille),6.25,1.39
2025-09-24 09:02:54,8,208.0,VRAC,,OIGNON JAUNE,3.34,1.44
2025-09-24 09:02:54,8,208.0,PRODUIT,3760098405923,HE MYRTE ROUGE,6.49,5.0
2025-09-24 09:02:54,8,208.0,VRAC,,POMME DE TERRE VAPEUR SALADE RISSOLÉE,1.1,1.21
2025-09-24 09:02:54,8,208.0,PRODUIT,3770014111487,LENTILLES VERTES,2.95,1.0
2025-09-24 09:02:54,8,208.0,PRODUIT,9556041132473,AYAM SAUCE SALADE SOJA SESAME,2.73,1.0
2025-09-24 09:02:54,8,208.0,VRAC,,Pomme Story,3.09,1.09
2025-09-24 09:02:54,8,208.0,PRODUIT,0493319000005,Spirales blanches Fusili semola Bio Iris VRAC,2.57,2.0
2025-09-24 09:02:54,8,208.0,VRAC,,POIRE HARROW SWEET,4.49,0.25
2025-09-24 09:02:54,8,208.0,VRAC,,ail blanc spring,10.75,1.55
2025-09-24 09:02:54,8,208.0,PRODUIT,3250392490768,FIORINI PENNE BLE CO,1.05,2.0
2025-09-24 09:02:54,8,208.0,PRODUIT,3280220212194,SAUCE APERO AIL CIBOULETE,2.95,2.0
2025-09-24 09:02:54,8,208.0,PRODUIT,3347430022576,SON D AVOINE,2.17,3.0
2025-09-24 09:02:54,8,208.0,PRODUIT,3245676141603,RAQUETTE TENNIS DE TABLE PP,2.0,3.0
2025-09-24 09:02:54,8,208.0,VRAC,,FOIE DE POULET U EN POT,3.6,0.28
2025-09-24 09:02:54,8,208.0,VRAC,,Poireau KG,5.5,1.0
2025-09-24 09:09:01,40,293.0,PRODUIT,3999000388669,AMANDES,6.95,5.0
2025-09-24 09:09:01,40,293.0,PRODUIT,3596710199303,MMM ROSETTE DE LYON 400G,6.59,4.0
