datetime,caissiere_id,client_id,type,ean,nom,pu,qte
2025-10-04 09:00:29,22,182,PRODUIT,3560071420017,2X75G LARD. ALLUM.NATUR CSN,1.72,5.0
2025-10-04 09:00:29,22,182,PRODUIT,3267371042733,Vals Gazeuse,2.09,1.0
2025-10-04 09:00:29,22,182,VRAC,NULL,PAK CHOI,6.66,2.48
2025-10-04 09:00:29,22,182,VRAC,NULL,citron,2.79,1.41
2025-10-04 09:00:29,22,182,VRAC,NULL,POMME BOSKOOP MTC BF,3.49,1.25
2025-10-04 09:00:29,22,182,VRAC,NULL,POMME GRANNY VRAC,3.34,2.03
2025-10-04 09:00:29,22,182,VRAC,NULL,COURGETTE jaune,2.99,0.75
2025-10-04 09:00:29,22,182,PRODUIT,5000394176768,DURACELL DUR PLUS AAA X8,9.49,3.0
2025-10-04 09:00:29,22,182,PRODUIT,3263670003468,THON BLANC GERMON AU NATUREL -50% DE SEL,4.02,4.0
2025-10-04 09:00:29,22,182,VRAC,NULL,ANA NAS,2.79,0.13
2025-10-04 09:00:29,22,182,PRODUIT,3665257690281,10 CRAYONS GRAPHITE HB HB Bout gomme plastique,0.39,3.0
2025-10-04 09:00:29,22,182,PRODUIT,3396410236083,LAIT ENGAGE ENTIER,2.09,3.0
2025-10-04 09:00:29,22,182,PRODUIT,3770015013049,Caf? 100% Arabica Moka Ethiopie Moulu Biodyss?e 250g,3.88,1.0
2025-10-04 09:00:29,22,182,PRODUIT,3250391138746,PAQUITO PJ PAMPLEMOUSSE PET 1L,1.71,4.0
2025-10-04 09:00:29,22,182,VRAC,NULL,Fruit de la Passion,21.9,0.5
2025-10-04 09:01:57,7,483,VRAC,NULL,POIRE PACKHAM,6.75,1.1
2025-10-04 09:01:57,7,483,VRAC,NULL,NAVET BOTTE,2.92,2.13
2025-10-04 09:01:57,7,483,PRODUIT,3596710491230,AUCHAN POIS CHICHES BOITE 265G,0.9,1.0
2025-10-04 09:01:57,7,483,PRODUIT,3258561240725,couscous,2.94,2.0
2025-10-04 09:01:57,7,483,PRODUIT,3760354340135,PESTO FRANCILIEN,5.97,2.0
2025-10-04 09:01:57,7,483,PRODUIT,3475520125002,LAIT UHT 1/2 ECREME SAVOIE,1.53,3.0
