datetime,caissiere_id,client_id,type,ean,nom,pu,qte
2025-09-23 09:00:13,7,259.0,PRODUIT,5099873027189,RHUM MANTUANO 40%VOL DIPLOMATIC,31.74,1.0
2025-09-23 09:00:13,7,259.0,PRODUIT,7613287598967,300G STARBUCKS SGNT CHOCO 70%,4.4,5.0
2025-09-23 09:00:13,7,259.0,PRODUIT,3512690002068,ISLA DELICE DE POULET 8TR 240G,4.52,1.0
2025-09-23 09:00:13,7,259.0,PRODUIT,3045710027470,VUE MON TONNEAU ROUGE PET 1L,1.89,4.0
2025-09-23 09:00:13,7,259.0,VRAC,,Navet,4.56,0.1
2025-09-23 09:00:13,7,259.0,PRODUIT,5410126006957,LOTUS PAT TARTI BISCOFF 400G,3.97,4.0
2025-09-23 09:00:13,7,259.0,PRODUIT,3571373911806,CRAQUANTES AUX AMANDES 20%,3.32,5.0
2025-09-23 09:00:13,7,259.0,PRODUIT,3566140020102,CONFITURE CLEMENTINE CORSE BIO,3.79,3.0
2025-09-23 09:00:13,7,259.0,PRODUIT,3329480001459,LUCE CHAMPIGNON PARIS,10.69,4.0
2025-09-23 09:00:13,7,259.0,VRAC,,cebettes,2.89,1.68
2025-09-23 09:00:13,7,259.0,PRODUIT,5412949096849,OREO CHEESECAKE,2.33,2.0
2025-09-23 09:00:13,7,259.0,VRAC,,Oignon Celette,3.15,2.06
2025-09-23 09:00:13,7,259.0,VRAC,,POMELOS,2.36,2.3
2025-09-23 09:00:13,7,259.0,PRODUIT,3423183402800,POM/COING THOM LE PRINCE,3.24,1.0
2025-09-23 09:00:13,7,259.0,PRODUIT,3760294960028,Pâte penne 1/2 complète Elibio 500g,1.07,2.0
2025-09-23 09:00:13,7,259.0,PRODUIT,3770013032103,KEF Kéfir de fruits Framboise Bio 33cl,2.67,1.0
2025-09-23 09:00:13,7,259.0,VRAC,,POMME,3.3,1.42
2025-09-23 09:00:13,7,259.0,PRODUIT,3263853422512,FRIANDISE CHIEN BF X2 24G LP,1.19,3.0
2025-09-23 09:00:13,7,259.0,VRAC,,ASPERGE VERTE BOTTE,21.98,0.39
2025-09-23 09:00:13,7,259.0,PRODUIT,3560071549312,LENT VERTE NVLLE,3.15,4.0
2025-09-23 09:00:13,7,259.0,VRAC,,DATTE FRAICHE,15.9,2.25
2025-09-23 09:00:13,7,259.0,VRAC,,Tomate de terre de consommation a c,2.95,2.32
2025-09-23 09:04:27,44,,PRODUIT,0000000000044,CELERI RAVE     LA PIECE,1.99,4.0
2025-09-23 09:04:27,44,,VRAC,,KIWI JAUNE SUN GOLD,1.19,0.53
2025-09-23 09:04:27,44,,PRODUIT,3560071463038,200ML AROME FLEUR D'ORANG CRF,1.1,5.0
2025-09-23 09:04:27,44,,PRODUIT,3355750000020,BQ 250G FRAISE GARIGUETTE FR,2.74,4.0
2025-09-23 09:04:27,44,,VRAC,,Pomme de terre Alosete,3.4,0.28
2025-09-23 09:04:27,44,,PRODUIT,3258561060408,CHOC LAIT/RIZ,1.55,3.0
2025-09-23 09:04:27,44,,VRAC,,MANDARINE FEUILLE VRAC,3.99,0.24
2025-09-23 09:06:23,49,284.0,PRODUIT,3760147600064,JOUECABOIS 200 PCS,29.85,3.0
2025-09-23 09:06:23,49,284.0,VRAC,,POMMES DE TERRE MONA LISA,2.49,0.77
2025-09-23 09:06:23,49,284.0,PRODUIT,7613037406955,HERTA LE BON PARIS T,2.15,3.0
2025-09-23 09:06:23,49,284.0,PRODUIT,3770004868056,SAVON DOUCE FRANCE,3.69,1.0
2025-09-23 09:06:23,49,284.0,PRODUIT,3520831330536,Cacahuète Grillée Salée DOYPACK Philia 180g,2.94,1.0
2025-09-23 09:06:23,49,284.0,PRODUIT,4008429694608,10L HYGIENE PLUS CATSAN,4.99,4.0
2025-09-23 09:06:23,49,284.0,PRODUIT,8410136010309,SCHT FRAI. SCE 2VARIET CHAT X4 PERFECTFIT,3.31,4.0
2025-09-23 09:06:23,49,284.0,PRODUIT,3760341001711,Baume à lèvres Agrumes Endro 15ml PROMO -15%,4.9,2.0
2025-09-23 09:06:23,49,284.0,PRODUIT,3222270001205,FIDO CROQ MIX BOEUF,3.86,5.0
2025-09-23 09:06:23,49,284.0,PRODUIT,8718951552623,COL CRIST FRAICH TUB RECYC 75M,2.52,1.0
2025-09-23 09:06:23,49,284.0,PRODUIT,3329770058897,PETITS FILOUS PANACHES 50GX12,2.49,4.0
2025-09-23 09:06:23,49,284.0,PRODUIT,3448550005347,T.LEA,5.44,3.0
2025-09-23 09:06:23,49,284.0,PRODUIT,3263670004687,EMIETTE DE THON CITRON VERT BASILIC,3.48,2.0
2025-09-23 09:06:23,49,284.0,PRODUIT,3396410024208,Chocolat noir noisettes entiè,4.26,4.0
2025-09-23 09:06:23,49,284.0,VRAC,,CHAMP BLANC GEANT,6.99,1.79
2025-09-23 09:06:23,49,284.0,PRODUIT,3491956021107,NAIN SOL LUM POLRES+PLA H30 W,7.9,3.0
2025-09-23 09:06:23,49,284.0,PRODUIT,3266191007403,PUREE AMANDE COMPLETE,18.09,4.0
2025-09-23 09:06:23,49,284.0,VRAC,,POMME ZEL IMTC BI,2.29,0.73
2025-09-23 09:06:23,49,284.0,VRAC,,Mais doux,2.99,2.2
2025-09-23 09:06:23,49,284.0,PRODUIT,3252212910067,LAIT UHT ENTIER LACTEL BLE 1L,1.95,5.0
2025-09-23 09:06:23,49,284.0,VRAC,,Chou Chinois Piece,2.99,1.96
2025-09-23 09:06:23,49,284.0,VRAC,,AIL VRAC,12.99,0.25
2025-09-23 09:06:23,49,284.0,VRAC,,Asperge vert,7.75,0.53
2025-09-23 09:06:23,49,284.0,VRAC,,Lentille verte,6.05,0.68
2025-09-23 09:07:07,24,175.0,PRODUIT,3347430019828,PAIN D EPICES A L ANCIENNE 300G BIO,3.11,2.0
2025-09-23 09:11:43,12,56.0,VRAC,,RIZ THAI ROUGE COMPLET,6.2,1.0
2025-09-23 09:11:43,12,56.0,VRAC,,HONEY POMELO,4.49,1.57
2025-09-23 09:11:43,12,56.0,PRODUIT,3700147257356,ETIQUETTE VRAC VINAIGRE NATUREL 14,0.18,1.0
2025-09-23 09:11:43,12,56.0,PRODUIT,3502490013944,500G PRUNEAU AGEN 44/55 DENOY,4.7,4.0
2025-09-23 09:11:43,12,56.0,PRODUIT,8718951508507,COLGATE TOTAL DENTRICE 25ML,2.45,4.0
2025-09-23 09:11:43,12,56.0,PRODUIT,3168930006305,BENENUTS MELANGE GRI,2.16,1.0
2025-09-23 09:11:43,12,56.0,VRAC,,RADIS LONG BLANC,3.49,1.32
2025-09-23 09:11:43,12,56.0,VRAC,,Kiwi Vert Hayward,9.49,0.86
2025-09-23 09:11:43,12,56.0,PRODUIT,4039468022206,POCHETTES TRANSPARENTES,6.15,3.0
2025-09-23 09:16:15,25,,VRAC,,Mandarine Tarocco,3.99,1.81
2025-09-23 09:16:15,25,,PRODUIT,3760078840713,SACREBULLE GINGER A,2.8,4.0
2025-09-23 09:16:15,25,,PRODUIT,0493052000003,Raisin sec sultanine Vrac,4.96,5.0
2025-09-23 09:16:15,25,,PRODUIT,3560070329120,CHEVEUX D'ANGE QS,1.57,5.0
2025-09-23 09:16:15,25,,PRODUIT,3256226384463,TABOULE A L'ORIENTALE,1.09,3.0
2025-09-23 09:16:15,25,,PRODUIT,3245415031004,3L BIB MEDOC RG MDD CAF NM,20.33,3.0
2025-09-23 09:16:15,25,,PRODUIT,3760266660222,KOMBUCHA GINGER CURCUMA 33 BIO,2.19,4.0
2025-09-23 09:16:15,25,,VRAC,,PANAIS VRAC,2.99,0.18
2025-09-23 09:16:15,25,,PRODUIT,3250392764623,RANOU SDW JBN CHEDDAR,1.86,2.0
2025-09-23 09:16:15,25,,VRAC,,Sucre de canne non raffiné Bio,7.9,1.84
2025-09-23 09:16:15,25,,PRODUIT,8001780497532,DRY GIN FABBRI41,60.38,5.0
2025-09-23 09:16:15,25,,PRODUIT,3250392428938,4 OEUFS BIO G/TG,1.94,5.0
2025-09-23 09:16:15,25,,PRODUIT,3490570201339,Entretien canalisations Ecocert Vinckel 900 ml,4.98,5.0
2025-09-23 09:16:15,25,,VRAC,,Amandes décortiquées,16.09,0.78
2025-09-23 09:16:15,25,,PRODUIT,4005900694003,PRAY APRES SOLEIL,7.03,2.0
2025-09-23 09:16:15,25,,PRODUIT,8436575295701,EXTREM COOKI CONE CHO X4 284G,4.19,5.0
