datetime,caissiere_id,client_id,type,ean,nom,pu,qte
2025-09-27 09:00:41,7,,PRODUIT,3663362024991,AIL BLANC 3 TETES,2.99,3.0
2025-09-27 09:00:41,7,,PRODUIT,3382564639610,TARTINA,4.0,2.0
2025-09-27 09:00:41,7,,PRODUIT,3452200004277,Confiture Extra Quatre Fruit Rouge Confit de Provence 370g,4.57,5.0
2025-09-27 09:00:41,7,,PRODUIT,3276558403229,ORANGE A JUS,2.89,2.0
2025-09-27 09:00:41,7,,PRODUIT,3760255820507,PALET BRETON BLE NOIR,4.62,5.0
2025-09-27 09:00:41,7,,PRODUIT,4007817525074,GOMME SANS PCV STAEDTLER,1.14,4.0
2025-09-27 09:00:41,7,,VRAC,,Chou Bruxelles,3.99,1.17
2025-09-27 09:00:41,7,,PRODUIT,3250390751656,CHOCOLAT NOIR AUX NOISETTE,2.14,5.0
2025-09-27 09:00:41,7,,PRODUIT,3256222253312,CREME UHT ENT.30%MG UBIO3X20CL,4.74,2.0
2025-09-27 09:00:41,7,,VRAC,,FOIE DE LAPIN BLEU BLANC COEUR,8.44,2.36
2025-09-27 09:00:41,7,,PRODUIT,3278720000960,BIERE BOURBON支裝啤酒(DODO),2.25,5.0
2025-09-27 09:00:41,7,,PRODUIT,3760297370206,SON.ONIGIRI SAUMON F,3.24,5.0
2025-09-27 09:00:41,7,,PRODUIT,3760025963014,MURE HOLLY SELECTION BQT 125GR,2.66,4.0
2025-09-27 09:00:41,7,,PRODUIT,3067140036303,LEROUX 250ML FLACON LIQUIDE,3.53,4.0
2025-09-27 09:00:41,7,,VRAC,,POMME GALA,1.5,0.78
2025-09-27 09:00:41,7,,VRAC,,RAISIN BLANC ITALIA,6.9,1.08
2025-09-27 09:00:41,7,,VRAC,,MELON DE CAVAILLON,2.99,1.22
2025-09-27 09:00:41,7,,PRODUIT,3760253240963,SUSHIS JAPAN CANTEEN 8 PIECES,3.49,1.0
2025-09-27 09:00:41,7,,PRODUIT,3560071453176,GARNIT. CELERI CRF,1.07,3.0
2025-09-27 09:00:41,7,,VRAC,,POMME DE TERRE DE CONSOMMATION MAIWEN,2.9,1.86
2025-09-27 09:00:41,7,,PRODUIT,3250541920139,MAYD FIN GOURMET,3.65,2.0
2025-09-27 09:05:35,30,344.0,PRODUIT,3256228686565,MUES.CROUST.FRTS/CRGE,3.87,3.0
2025-09-27 09:05:35,30,344.0,VRAC,,ALLIANS,2.29,1.83
2025-09-27 09:05:35,30,344.0,VRAC,,Radis Rouge,5.88,0.89
2025-09-27 09:05:35,30,344.0,PRODUIT,3564707146593,JUS DE CITRON VERT BIO 25CL BV,1.44,5.0
2025-09-27 09:05:35,30,344.0,PRODUIT,3274490975996,JUS POMME SUD QUEST,2.19,4.0
2025-09-27 09:05:35,30,344.0,PRODUIT,3483981001971,ROOIBOS,2.53,2.0
2025-09-27 09:05:35,30,344.0,VRAC,,HARICOT VERT FIN VRAC,6.99,1.4
2025-09-27 09:05:35,30,344.0,PRODUIT,3256221476187,CONF.REINE CLAUDE ALLEG.U 335G,2.79,1.0
2025-09-27 09:05:35,30,344.0,PRODUIT,3760267090035,Bière ambrée épicée L'Amère Noël 5° Brasserie paysanne de l'Artois,2.46,3.0
2025-09-27 09:05:35,30,344.0,PRODUIT,3124480191182,PET 2L OASIS TROPICAL,1.95,4.0
2025-09-27 09:05:35,30,344.0,PRODUIT,3211209144076,MEDOC CHATEAU TARTUGUIERE 75CL,7.53,1.0
2025-09-27 09:05:35,30,344.0,VRAC,,Potimmaron orange,1.49,0.5
2025-09-27 09:05:35,30,344.0,PRODUIT,3417960022879,origan feuilles,2.5,3.0
2025-09-27 09:07:35,2,21.0,PRODUIT,3564707117357,RIZ LONG SEMI COMPLET 500G BV,2.18,1.0
2025-09-27 09:07:35,2,21.0,PRODUIT,3560071537289,sauce pesto rosso crf cl,1.87,5.0
2025-09-27 09:07:35,2,21.0,VRAC,,RIZ BASMATI BLANC,3.61,0.54
2025-09-27 09:07:35,2,21.0,VRAC,,Maïs,7.47,1.11
2025-09-27 09:07:35,2,21.0,PRODUIT,3760074472109,NECTAR D ABRICOT,3.14,5.0
2025-09-27 09:07:35,2,21.0,PRODUIT,3760278561876,"Bretzel Crunch ""WANDY""",1.96,3.0
2025-09-27 09:07:35,2,21.0,VRAC,,Piment frais (famille),12.5,0.33
2025-09-27 09:07:35,2,21.0,VRAC,,Pêche KG,7.9,1.71
2025-09-27 09:07:35,2,21.0,VRAC,,CHAMPIGNON BLANC,7.69,1.68
2025-09-27 09:07:35,2,21.0,PRODUIT,3263855993317,MFP SACS LITIERE X8 212G,2.99,2.0
2025-09-27 09:07:35,2,21.0,PRODUIT,3760010230244,PREPARATION 3 FRUITS RGES 350G,4.45,1.0
2025-09-27 09:07:35,2,21.0,PRODUIT,782126003119,SERVIETTES ULTRA SUPER PLUS,3.88,1.0
2025-09-27 09:07:35,2,21.0,PRODUIT,3564700457795,MACHE 200G MARQUE REPERE,1.81,3.0
2025-09-27 09:07:35,2,21.0,PRODUIT,3456300014228,SABLE CER.FIGUE BIO,2.39,5.0
2025-09-27 09:07:35,2,21.0,VRAC,,MACHE,1.95,0.11
