datetime,caissiere_id,client_id,type,ean,nom,pu,qte
2025-10-02 09:01:55,34,-1,PRODUIT,3274664109882,LA LAITIERE BAC VACHERIN FRUITS RGE,2.92,2.0
2025-10-02 09:01:55,34,-1,PRODUIT,3256226758042,MASQ.EXF.PUR.THE VRT UBIO 50ML,5.12,1.0
2025-10-02 09:01:55,34,-1,PRODUIT,3564700257029,BEURRE TENDRE DX 82% MG250G,2.59,5.0
2025-10-02 09:01:55,34,-1,PRODUIT,5029053579504,MOUCHOIRS BOITE - BALSAM X64,2.45,3.0
2025-10-02 09:01:55,34,-1,PRODUIT,8009149132001,MOLINO PEILA POLENTA INSTANTAN EE 500G,1.6,1.0
2025-10-02 09:01:55,34,-1,VRAC,NULL,POIVRON ROUGE,6.66,1.76
2025-10-02 09:01:55,34,-1,PRODUIT,3228857001613,BURGER GOURMAND BRIOCHE ET GRA,2.04,1.0
2025-10-02 09:01:55,34,-1,VRAC,NULL,POMME GRANNY,3.82,1.03
2025-10-02 09:01:55,34,-1,PRODUIT,2228351000000,2 FILETS POULET JAUNE STAND S/A,6.13,5.0
2025-10-02 09:01:55,34,-1,PRODUIT,0014113230018,WONDERFUL AMANDES NATURELLES,4.85,4.0
2025-10-02 09:01:55,34,-1,PRODUIT,3497917003564,CHIPS SAVEUR CHEDDAR BRETS 125G,1.79,2.0
2025-10-02 09:01:55,34,-1,PRODUIT,4005808634217,NIV.SOFT POT PLASTIQUE 200ML,6.95,4.0
2025-10-02 09:01:55,34,-1,VRAC,NULL,L'OEUF EXTRA FRAIS,0.5,2.47
2025-10-02 09:01:55,34,-1,PRODUIT,3033491474187,LIGHT/FREE SKYR NATURE 480G,2.66,3.0
2025-10-02 09:01:55,34,-1,PRODUIT,3564700564837,R THON MAYONNAISE 2X1/6 VIF ARGENT SCAMARK,1.85,2.0
2025-10-02 09:01:55,34,-1,PRODUIT,8700216208352,H&S BASE 1IN1 MENTHOL 330ML,4.9,3.0
2025-10-02 09:01:55,34,-1,PRODUIT,3059946079363,MECHE ACTIV EAUX FRAICH.A.WICK,3.8,5.0
2025-10-02 09:01:55,34,-1,VRAC,NULL,Citron Vert,7.99,2.23
2025-10-02 09:01:55,34,-1,VRAC,NULL,Banane Cavendish,2.5,1.84
2025-10-02 09:01:55,34,-1,VRAC,NULL,HARICOT VERT FIN VRAC,6.99,1.97
2025-10-02 09:01:55,34,-1,VRAC,NULL,POMME GRANNY VRAC,3.34,0.21
2025-10-02 09:01:55,34,-1,PRODUIT,3700952002370,NOIROT FLEUR D'ORANGER 50CL,2.75,2.0
