datetime,caissiere_id,client_id,type,ean,nom,pu,qte
2025-10-01 09:03:50,15,386,VRAC,NULL,POIVRONS ROUGE,5.78,1.19
2025-10-01 09:03:50,15,386,PRODUIT,3256229164444,CAFE GRAINS PEROU U BIO 500G,7.95,2.0
2025-10-01 09:03:50,15,386,PRODUIT,3282620130016,BABY COQUE,3.57,1.0
2025-10-01 09:03:50,15,386,PRODUIT,3560071266769,GALETTE BRETONNE,1.25,3.0
2025-10-01 09:03:50,15,386,VRAC,NULL,POMME DE TERRE DE CONSOMMATION MAIWEN,2.9,0.18
2025-10-01 09:03:50,15,386,PRODUIT,3166291748155,POIVRE A L'AIL DUCROS,3.18,1.0
2025-10-01 09:03:50,15,386,VRAC,NULL,Riz blanc,3.0,0.6
2025-10-01 09:03:50,15,386,PRODUIT,3560071402846,SFT PUR,4.57,1.0
2025-10-01 09:03:50,15,386,PRODUIT,3245677731988,AUCH ESSENTIEL DENTIFRICE MENT HE 75 ML,0.57,1.0
2025-10-01 09:03:50,15,386,PRODUIT,3564700529386,GENOISE FRAMBOISE-CASSIS.150G,1.06,4.0
2025-10-01 09:03:50,15,386,VRAC,NULL,TOMATE CERISE BIO,14.95,1.85
2025-10-01 09:03:50,15,386,PRODUIT,3250393378515,OEUFS BIO,2.47,3.0
2025-10-01 09:03:50,15,386,PRODUIT,3596710491247,POUCE MAXI BATONNETS CHOCOLAT BLANC X6 480G,2.29,2.0
2025-10-01 09:03:50,15,386,PRODUIT,3770011205011,YAOURT BREBIS NATURE,2.27,3.0
2025-10-01 09:03:50,15,386,VRAC,NULL,CAROTTE SACHET 500G,1.98,0.42
2025-10-01 09:03:50,15,386,PRODUIT,3250390402688,PAQUITO DESS POM/POIRE 4X100G,1.12,3.0
2025-10-01 09:03:50,15,386,PRODUIT,3256549999337,PITCH BRIOCHE CHOCO BARRE LAI,2.98,3.0
2025-10-01 09:03:50,15,386,PRODUIT,3256221135794,LT.UHT 1/2 ECR.U BIO BLE6X50CL,6.74,5.0
2025-10-01 09:03:50,15,386,PRODUIT,3248832960209,MARIE PENNE AU POULET GRILL ET AU PESTO 280G,4.06,5.0
2025-10-01 09:03:50,15,386,PRODUIT,3083681132991,*BOND.MAIS SS PEST.3X140G BOX,2.3,5.0
2025-10-01 09:03:50,15,386,PRODUIT,3560071422363,OEUF POCH,4.46,2.0
2025-10-01 09:03:50,15,386,PRODUIT,3422150006713,THE CITRON 58 G LES2MARMOT,6.68,4.0
2025-10-01 09:03:50,15,386,VRAC,NULL,POIRE WILLIAM,4.99,0.81
2025-10-01 09:03:50,15,386,VRAC,NULL,LAITUE BATAVIA BLOND,1.1,1.28
2025-10-01 09:03:50,15,386,PRODUIT,3662217018130,CREME DE NUIT PEAU SECHE ET SENSIBLE,6.0,5.0
2025-10-01 09:05:39,5,-1,PRODUIT,3273220182512,Sojade Abricot 4*100g,3.11,1.0
