datetime,caissiere_id,client_id,type,ean,nom,pu,qte
2025-09-22 09:00:27,3,366.0,PRODUIT,3355750000020,BQ 250G FRAISE GARIGUETTE FR,2.74,5.0
2025-09-22 09:00:27,3,366.0,PRODUIT,3360102260014,Bonbons Citron Les anis de Flavigny Etui 40g,2.2,2.0
2025-09-22 09:00:27,3,366.0,PRODUIT,50300846,NEW MAN S OWN CREAMY CEASAR DR ESSING 250ML X 6,5.24,4.0
2025-09-22 09:00:27,3,366.0,VRAC,,PONELOS STAR RUBY,3.99,1.86
2025-09-22 09:00:27,3,366.0,PRODUIT,3273220101988,Fromage blanc à la vanille Bourbon 4x100g Tante Hélène Bio,3.01,1.0
2025-09-22 09:00:27,3,366.0,PRODUIT,3359626205021,ALGUE SEL HARICOTS MER,2.18,1.0
2025-09-22 09:00:27,3,366.0,VRAC,,Mamen Cuit,24.95,0.73
2025-09-22 09:00:27,3,366.0,PRODUIT,8719200072480,GRAIS. VEGETALE FRITURE 100%MG,6.38,5.0
2025-09-22 09:00:27,3,366.0,PRODUIT,3760126831397,COCA COLA ZERO PET 1L75,2.56,2.0
2025-09-22 09:00:27,3,366.0,VRAC,,Pêche Chair Blanche,4.99,2.47
2025-09-22 09:00:27,3,366.0,PRODUIT,3029330801900,JACQUET BURGER GEANT NATURE X4,1.33,1.0
2025-09-22 09:00:27,3,366.0,VRAC,,asperge blanche violette,21.0,0.38
2025-09-22 09:00:27,3,366.0,PRODUIT,4023103072213,SUPER MOCIO TRIPLE ACTION RECHARGE,4.28,3.0
2025-09-22 09:00:27,3,366.0,VRAC,,Courge Potimaron,3.95,0.51
2025-09-22 09:04:46,30,378.0,VRAC,,Orange de Table,2.55,0.43
2025-09-22 09:04:46,30,378.0,PRODUIT,3456300014402,UBE PETIT BEURRE,2.4,4.0
2025-09-22 09:06:56,35,36.0,PRODUIT,3144030480054,COUCHE BIBOU DRY TAILLE 1 | 2-5KG,14.85,5.0
2025-09-22 09:06:56,35,36.0,PRODUIT,3254569250872,AUCHAN XIU MAI CREVETTES,5.7,4.0
2025-09-22 09:06:56,35,36.0,VRAC,,PDT CONSO MICRONDE 750C,1.99,1.35
2025-09-22 09:06:56,35,36.0,VRAC,,PDT NR VAPEUR ROUGE 2KG VARIETE CHERIE,2.0,1.05
2025-09-22 09:06:56,35,36.0,VRAC,,PANAIS VRAC,2.99,1.21
2025-09-22 09:06:56,35,36.0,PRODUIT,3366321054366,ST HUBERT 41 DEMI SEL.500G,3.07,4.0
2025-09-22 09:06:56,35,36.0,VRAC,,BETTERAVE,2.54,1.96
2025-09-22 09:06:56,35,36.0,PRODUIT,3700311812503,TLJ EAU DE COLOGNE FRAICHE 1L,3.6,2.0
2025-09-22 09:06:56,35,36.0,VRAC,,"CAROTTE BIO 1,5KG",2.59,1.0
2025-09-22 09:06:56,35,36.0,PRODUIT,8445290975096,REC AT BLC FOND COCO,2.39,4.0
2025-09-22 09:06:56,35,36.0,VRAC,,Courgette (famille),3.2,0.38
2025-09-22 09:06:56,35,36.0,VRAC,,Pomme ROUGE / BICOLORE,3.7,2.5
2025-09-22 09:06:56,35,36.0,PRODUIT,8005153005393,JAMBON CRU KRAFT,3.59,4.0
2025-09-22 09:06:56,35,36.0,VRAC,,CHAMPIGNON PLEUROTE,16.99,1.79
2025-09-22 09:06:56,35,36.0,VRAC,,Pomme de table Juliet,3.99,1.69
2025-09-22 09:06:56,35,36.0,PRODUIT,2218405000000,BOULGOUR BIO KG,0.71,1.0
2025-09-22 09:08:24,5,,PRODUIT,3760128080250,CONFIT ARTISAN ANANAS,5.95,2.0
2025-09-22 09:08:24,5,,PRODUIT,3267110000482,AMANDES AIL DES OURS,4.39,3.0
2025-09-22 09:08:24,5,,PRODUIT,3036811366230,LIEBIG PURSOUP VELOU,1.83,5.0
2025-09-22 09:08:24,5,,PRODUIT,8000070201248,CN 420G PODS N8 EXPRESSO 60X7G,8.39,3.0
2025-09-22 09:08:24,5,,VRAC,,Chou Blanc,2.36,2.49
2025-09-22 09:08:24,5,,VRAC,,Pomme Reinette,2.99,1.19
2025-09-22 09:08:24,5,,VRAC,,orange a jus valencia,2.29,1.57
2025-09-22 09:08:24,5,,VRAC,,sucrine,1.9,2.43
2025-09-22 09:08:24,5,,PRODUIT,5901041003003,VODKA BELVEDERE PURE 40D,46.95,2.0
2025-09-22 09:08:24,5,,VRAC,,OIGNON BIO AGRINEDIS,2.37,2.17
2025-09-22 09:08:24,5,,PRODUIT,3770008524170,MINI CALISSON ASSORTIMENT,6.72,4.0
2025-09-22 09:08:24,5,,VRAC,,Pomme de terre Alosette,3.4,0.52
2025-09-22 09:08:24,5,,VRAC,,Chou Louge,2.95,0.84
2025-09-22 09:08:24,5,,PRODUIT,26033143,Café au lait à la chicorée,3.59,1.0
2025-09-22 09:08:24,5,,PRODUIT,3600524135652,150ML DEMELANT GLYCOLIC ELSEVE,6.99,4.0
2025-09-22 09:08:24,5,,PRODUIT,8718951645615,AJAX NETT MEN COQUELIC 1.25L,2.29,3.0
2025-09-22 09:08:24,5,,VRAC,,MELON PASTÈQUE,3.69,1.09
2025-09-22 09:08:24,5,,VRAC,,TOMATE ALLONGEE,2.99,1.47
2025-09-22 09:20:34,43,,PRODUIT,3560070107049,OIGNON VINAIGRE,1.13,3.0
2025-09-22 09:20:34,43,,PRODUIT,8423230000152,H2 COEUR DE ROMAINE X2,1.79,3.0
2025-09-22 09:20:34,43,,VRAC,,CLEMENTINE VRAC,2.49,0.78
2025-09-22 09:20:34,43,,PRODUIT,3760360760392,BONUX LESSIVE LIQUIDE ORIGINAL,10.89,4.0
2025-09-22 09:20:34,43,,PRODUIT,3179142054688,CERNEAUX NOIX PECAN VAHINE,2.1,3.0
2025-09-22 09:20:34,43,,VRAC,,Chou Chinois Piece,2.99,1.7
2025-09-22 09:20:34,43,,VRAC,,FOIE DE LAPIN BLEU BLANC COEUR,8.44,2.44
2025-09-22 09:20:34,43,,PRODUIT,3179142754700,VAHINE TICOCO 100G,2.1,3.0
2025-09-22 09:20:34,43,,VRAC,,Graines de sésame complet,13.9,1.7
2025-09-22 09:26:16,8,,PRODUIT,3450970024181,ECO+ VELOUTE LEG BK1L SILL,0.91,4.0
2025-09-22 09:26:16,8,,PRODUIT,3162050040348,POIVRE BLANC MOULU SAVEURS PR,1.91,5.0
2025-09-22 09:26:16,8,,VRAC,,CITRONS FILET,3.98,0.46
2025-09-22 09:26:16,8,,PRODUIT,3517360000559,LIQUIDE DE RINCAGE LAVE-VAISSELLE MENTHE,3.24,2.0
2025-09-22 09:26:16,8,,PRODUIT,3560071269968,580G PUREE SANS SUCRE AJOUTES POMME POIRE CARREFOUR BIO,2.45,3.0
2025-09-22 09:26:16,8,,VRAC,,CAROTTE RONDELLE SURG NDULE SACHET,1.19,2.27
2025-09-22 09:26:16,8,,PRODUIT,3292090000351,ROYAL SODA GRENADINE 50CL,1.65,2.0
2025-09-22 09:26:16,8,,VRAC,,William Rouge,3.99,1.38
2025-09-22 09:26:16,8,,PRODUIT,7322541087061,BTE 160 BATONNETS BIO LOTUS,2.32,3.0
2025-09-22 09:26:16,8,,VRAC,,CAROTTE LAVEE,2.35,1.17
2025-09-22 09:26:16,8,,PRODUIT,8700216317283,LENOR FRESH AIR FRAICHEUR MATI,7.66,3.0
2025-09-22 09:26:16,8,,PRODUIT,3662217017133,MASCARA  NOIR,6.0,1.0
2025-09-22 09:26:16,8,,PRODUIT,3497911101129,BRETS CH PS POULET BRAISE,1.82,5.0
2025-09-22 09:26:16,8,,PRODUIT,3242272256854,SODE BOX PLT/CREME 2005,3.95,5.0
2025-09-22 09:26:16,8,,VRAC,,POMELOS CHINOIS,3.99,0.68
2025-09-22 09:26:16,8,,PRODUIT,3256226760403,DEO.HIBISCUS PROCT.U BIO 50ML,1.68,5.0
2025-09-22 09:26:16,8,,VRAC,,Spirales blanches,2.79,1.18
2025-09-22 09:33:04,12,320.0,VRAC,,POMME DE TERRE DE CONSOMMATION A CHAIR FERME Variété Acians,2.99,0.6
2025-09-22 09:33:04,12,320.0,PRODUIT,4015290573567,FEUILLES PERFOREES - OKOPAPLUS - CARREAU,3.92,4.0
2025-09-22 09:33:04,12,320.0,VRAC,,Radis Rouge,5.88,1.55
2025-09-22 09:33:04,12,320.0,PRODUIT,3760211481414,SPRAY SOLAIRE SPF30 100ML,21.7,4.0
2025-09-22 09:33:04,12,320.0,PRODUIT,3616740486799,JEGGING TWILL IE,5.99,3.0
2025-09-22 09:33:04,12,320.0,PRODUIT,3266191125725,CURRY D'AUBERGINE,5.49,5.0
2025-09-22 09:33:04,12,320.0,PRODUIT,3033491579769,125GX8 FRT ROUG DANONE VELOUTE,3.39,3.0
2025-09-22 09:33:04,12,320.0,PRODUIT,3601029899728,BOMBE ANTI CREVAISON 1P,3.95,4.0
2025-09-22 09:33:04,12,320.0,VRAC,,TOMATES ALLONGÉES LATINES,2.49,0.79
2025-09-22 09:33:04,12,320.0,PRODUIT,20068059,Pâte brisée,0.65,2.0
2025-09-22 09:33:04,12,320.0,PRODUIT,3700147257387,ETIQUETTE VRAC PASTILLE LAVE VAISSELLE,0.18,4.0
2025-09-22 09:33:04,12,320.0,PRODUIT,0041500902449,FRENCH'S MUSTARD NATURAL 226G,3.28,2.0
2025-09-22 09:33:04,12,320.0,PRODUIT,8714800014182,B/AMB 8.6 AMBER,1.91,4.0
2025-09-22 09:33:04,12,320.0,VRAC,,CHENE ROTIGE,1.65,1.1
2025-09-22 09:33:04,12,320.0,VRAC,,Carotte couleur,3.95,0.72
2025-09-22 09:33:04,12,320.0,PRODUIT,3596710346462,OLIV NRE GRECQ235G,1.12,4.0
2025-09-22 09:33:04,12,320.0,VRAC,,CAROTTE LITEE,2.52,0.6
2025-09-22 09:33:04,12,320.0,PRODUIT,3760077187673,BOUCHEE COCO CHOCOLAT NOIR,3.05,3.0
2025-09-22 09:33:04,12,320.0,PRODUIT,3560071251864,400G FUSILLI COMPLET CRF BIO,1.49,2.0
2025-09-22 09:33:04,12,320.0,PRODUIT,3335880004822,RATATOUILLE CATALANE,4.55,1.0
2025-09-22 09:33:04,12,320.0,PRODUIT,3179142054749,RAISINS BLONDS VAHINES ST 125G,1.71,1.0
2025-09-22 09:33:04,12,320.0,VRAC,,TOMATE GRAPPE,4.36,0.95
2025-09-22 09:33:04,12,320.0,PRODUIT,3250392259624,COOKIES PEPITES CHOCO CHABRIOR,1.56,2.0
2025-09-22 09:33:04,12,320.0,VRAC,,POIRE CONFERENCE,4.32,2.05
2025-09-22 09:33:04,12,320.0,PRODUIT,8712100872273,MAIL MOUT ORIG VERRI,1.8,2.0
2025-09-22 09:33:04,12,320.0,VRAC,,GESIERS DE POULET,1.47,0.13
2025-09-22 09:33:04,12,320.0,PRODUIT,3266191005461,DESSERT DE RIZ VANILLE X2,2.49,1.0
2025-09-22 09:33:04,12,320.0,PRODUIT,3292090000368,ROYAL SODA KAMPANE 50CL,1.65,1.0
2025-09-22 09:33:04,12,320.0,PRODUIT,3450970024440,ECO+ PIST VITRES 1L,0.8,1.0
2025-09-22 09:33:04,12,320.0,PRODUIT,0493110000006,Biscuit sablé au Sarrasin Bio les P’tits Vénète vrac,18.68,1.0
2025-09-22 09:36:37,12,128.0,PRODUIT,5000159474399,SNICKERS MINIS 333G,3.88,5.0
2025-09-22 09:36:37,12,128.0,PRODUIT,3760122960770,Yrt Boire Myrtil,3.4,3.0
2025-09-22 09:36:37,12,128.0,PRODUIT,3252970009492,500G COQUILLETTES BIO ALP.SAV.,2.15,3.0
2025-09-22 09:36:37,12,128.0,VRAC,,MELON DE CAVAILLON,2.99,1.98
2025-09-22 09:36:37,12,128.0,PRODUIT,8720181327162,75ML DENTIFR SIGNAL WN TP ICE,3.79,4.0
2025-09-22 09:36:37,12,128.0,PRODUIT,5038862238618,30CL SS SUPER BLEU INNOCENT,3.22,5.0
2025-09-22 09:36:37,12,128.0,PRODUIT,3256222240473,SALADE NICOISE AU THON,1.88,2.0
2025-09-22 09:36:37,12,128.0,PRODUIT,3250391531622,QUENELLE VEAU SCE FINANCIERE RANOU,2.01,5.0
2025-09-22 09:36:37,12,128.0,PRODUIT,8721800400549,LEERDAMMER LE MOELLEUX 6TR 15,3.19,4.0
2025-09-22 09:37:18,19,42.0,PRODUIT,3256224761341,PUREE 4 LEGUME.VERT.U,2.27,2.0
2025-09-22 09:37:18,19,42.0,PRODUIT,3770001928197,VERGUEZ 320G,10.88,2.0
